query_idx,cluster,miller_family,cluster_coherence@10,precision@10_miller,mean_similarity@10
148047,0,{430},1.0,1.0,0.9874652206897736
35559,3,{531},1.0,1.0,0.997711443901062
56456,1,{441},0.6,1.0,0.982627522945404
47967,1,{221},0.8,1.0,0.9775061130523681
91191,3,{320},1.0,1.0,0.9958813190460205
44690,3,{530},1.0,0.4,0.9864605605602265
147759,0,{441},1.0,0.6,0.9905961871147155
101310,3,{310},1.0,1.0,0.9973322629928589
28648,0,{430},1.0,1.0,0.9944388449192048
27364,4,{431},1.0,1.0,0.9944699823856353
56135,1,{521},1.0,0.8,0.9827527701854706
96670,1,{431},1.0,1.0,0.9954139947891235
37026,7,{322},1.0,1.0,0.9934345483779907
79042,0,{431},1.0,1.0,0.993825900554657
53657,3,{521},1.0,1.0,0.9939807534217835
68203,3,{531},1.0,1.0,0.9914626777172089
8819,1,{331},1.0,1.0,0.9774409711360932
121565,0,{522},1.0,0.6,0.9881621062755584
43184,3,{310},1.0,1.0,0.9983895540237426
67990,3,{430},1.0,1.0,0.9909651875495911
78141,0,{522},1.0,1.0,0.964908117055893
126469,5,{111},1.0,0.9,0.9880353271961212
53583,4,{321},1.0,1.0,0.9944372236728668
136553,3,{310},1.0,0.6,0.9961776971817017
46574,0,{431},1.0,1.0,0.9971268117427826
149394,4,{110},0.9,1.0,0.9879250049591064
148052,3,{430},1.0,1.0,0.9943173289299011
71017,1,{110},1.0,1.0,0.9911175906658173
127475,7,{322},1.0,1.0,0.9990466237068176
58513,4,{321},1.0,1.0,0.9918403208255768
108892,5,{433},1.0,0.8,0.9945316195487977
129290,7,{211},1.0,1.0,0.9980471134185791
138184,4,{421},1.0,1.0,0.9924059987068177
116254,4,{321},1.0,0.8,0.9915425479412079
13678,6,{100},1.0,1.0,0.9974388897418975
64846,3,{521},1.0,1.0,0.9900099813938141
95358,6,{100},1.0,0.4,0.9928135991096496
85607,1,{430},1.0,0.4,0.9930111050605774
49322,3,{521},1.0,0.6,0.9935603022575379
14919,6,{100},1.0,1.0,0.9933371126651764
95109,0,{432},0.6,1.0,0.9741091132164001
16949,3,{430},1.0,0.8,0.9869584381580353
5637,5,{332},1.0,1.0,0.9867782413959503
85993,2,{521},1.0,0.9,0.993515408039093
9770,7,{111},1.0,1.0,0.997199660539627
89103,2,{711},1.0,0.3,0.9941240310668945
102612,3,{310},1.0,0.9,0.995116400718689
69493,3,{421},1.0,1.0,0.9948746800422669
36855,4,{221},0.9,1.0,0.9865002036094666
124977,1,{311},1.0,0.8,0.9782698750495911
130711,7,{322},1.0,1.0,0.9942085027694703
80178,1,{430},0.3,1.0,0.9939640581607818
27651,3,{521},1.0,1.0,0.9941422879695893
