query_idx,cluster,miller_family,cluster_coherence@10,precision@10_miller,mean_similarity@10
100250,8,{100},1.0,1.0,0.9959812164306641
29361,22,{432},1.0,1.0,0.9923237562179565
928,32,{110},1.0,1.0,0.9864412605762481
23266,33,{521},1.0,1.0,0.9932550728321076
72310,0,Vicinal/Mixed,1.0,1.0,0.9880277514457703
144727,3,{441},1.0,1.0,0.9922245681285858
55131,24,{210},1.0,1.0,0.9856898605823516
109688,8,{100},1.0,1.0,0.9977788984775543
97420,22,{221},1.0,0.0,0.9964587032794953
63414,33,{521},1.0,1.0,0.9941978693008423
59863,2,{311},1.0,0.9,0.9693383038043976
96377,6,{432},0.9,1.0,0.9854040741920471
27642,6,{332},1.0,1.0,0.9901049137115479
85234,15,{210},1.0,1.0,0.9899159073829651
8589,18,{511},1.0,0.2,0.9918079972267151
138833,34,{421},1.0,1.0,0.9962537407875061
27636,33,{521},1.0,1.0,0.9960734963417053
101159,25,{210},1.0,1.0,0.989829683303833
133720,6,{332},1.0,1.0,0.9929323315620422
46782,24,{210},1.0,1.0,0.9811314523220063
67950,10,{310},1.0,1.0,0.995729124546051
85043,23,{430},1.0,1.0,0.9930716514587402
127566,2,{311},1.0,1.0,0.983516538143158
104221,15,{531},1.0,1.0,0.9894354343414307
129398,16,{211},0.8,1.0,0.9876186132431031
145212,25,{530},1.0,0.6,0.9933942377567291
8579,4,{111},1.0,1.0,0.9959198594093323
109882,9,{421},0.8,1.0,0.9870679914951325
38028,27,{531},1.0,0.9,0.996066665649414
91642,28,{510},1.0,0.6,0.9868055880069733
122742,26,{211},1.0,1.0,0.9920971512794494
100381,22,{331},1.0,1.0,0.9905562400817871
8065,6,{332},1.0,1.0,0.989498394727707
9956,8,{100},1.0,1.0,0.9973586618900299
15385,31,{433},1.0,0.9,0.9898864030838013
105296,8,{100},1.0,1.0,0.998622864484787
134758,17,{432},1.0,0.4,0.9836388647556304
130628,10,{310},1.0,1.0,0.9960608124732971
22231,10,{510},1.0,1.0,0.9947891652584075
14065,12,{411},1.0,0.8,0.9821644365787506
121572,9,{433},1.0,0.1,0.9905828416347504
147444,23,{430},1.0,0.8,0.9920782625675202
108992,10,{510},1.0,1.0,0.9916239142417907
28727,1,{421},1.0,1.0,0.9950976073741913
14261,6,{332},1.0,1.0,0.9921787559986115
17970,9,{432},1.0,0.3,0.9949986696243286
110717,10,Vicinal/Mixed,0.7,0.1,0.994319862127304
135162,29,{332},1.0,1.0,0.9782295286655426
123450,21,{211},1.0,1.0,0.9926118075847625
9776,12,{511},1.0,0.7,0.9863532185554504
19878,7,{432},1.0,1.0,0.9788629531860351
76566,23,{430},1.0,1.0,0.9746981382369995
141733,7,{531},1.0,1.0,0.9912707388401032
34348,22,{432},1.0,0.8,0.9935079753398895
56556,11,{530},1.0,1.0,0.9813548982143402
15569,8,{100},1.0,1.0,0.9963918805122376
50570,26,{211},1.0,1.0,0.9913782358169556
70689,34,{421},1.0,1.0,0.9936712145805359
133268,10,{310},1.0,1.0,0.995592075586319
77992,1,{421},1.0,0.3,0.9942116141319275
28578,34,{321},1.0,1.0,0.9850688517093659
60503,20,{311},0.9,1.0,0.9745426535606384
72475,7,{531},1.0,1.0,0.9866828739643096
141436,14,{321},1.0,0.5,0.9851905703544617
131864,10,{310},1.0,1.0,0.9972844898700715
98960,9,{322},0.8,1.0,0.9868147373199463
78281,10,{410},1.0,1.0,0.992914366722107
135251,10,{310},1.0,1.0,0.9953613519668579
77525,3,{411},1.0,1.0,0.9912777125835419
47861,27,{431},1.0,1.0,0.9943726658821106
126648,10,{410},1.0,0.9,0.9931421399116516
43163,10,{310},1.0,1.0,0.9968728959560395
108300,9,{433},1.0,1.0,0.9923126578330994
80676,10,{510},1.0,1.0,0.9961174070835114
76449,10,{410},1.0,1.0,0.9952693462371827
35887,26,{211},1.0,0.7,0.990218049287796
29539,33,{310},0.9,1.0,0.9957712709903717
116948,6,{432},1.0,1.0,0.9837990820407867
56583,34,{321},1.0,1.0,0.9849116683006287
129543,26,{522},1.0,0.3,0.9904305696487427
67904,12,{521},0.5,1.0,0.9889448404312133
109302,6,{221},1.0,1.0,0.993085527420044
100402,3,{431},1.0,1.0,0.9880840003490448
114993,34,{421},1.0,1.0,0.983586049079895
32137,10,{410},1.0,1.0,0.9944533467292785
86571,22,{211},0.4,1.0,0.9789330065250397
88807,11,{530},1.0,0.9,0.987247496843338
80594,18,{411},1.0,0.3,0.9921467661857605
56745,33,{521},1.0,1.0,0.9923536896705627
17987,6,{432},1.0,1.0,0.9898772239685059
73148,34,{421},1.0,1.0,0.9931975901126862
27505,14,{432},0.5,1.0,0.9916232228279114
57533,33,{521},1.0,1.0,0.9966522932052613
37394,22,{321},1.0,1.0,0.9972213268280029
140966,7,{531},1.0,1.0,0.9913919866085052
143885,27,{531},1.0,1.0,0.9935740947723388
28610,7,{431},0.8,1.0,0.9932499527931213
